params 0
{'model_type': 'dqn_agent', 'l1_out': 128, 'l2_out': 64, 'gamma': 0.5, 'target_model_update': 1, 'delta_clip': 0.01, 'nb_steps_warmup': 1000, 'enable_dueling_dqn__': False, 'enable_double_dqn__': True, 'dueling_type__': 'avg'}
trial 0
Training for 10000 steps ...
   28/10000: episode: 1, duration: 1.732s, episode steps:  28, steps per second:  16, episode reward: -41.510, mean reward: -1.482 [-32.058,  2.430], mean action: 16.214 [14.000, 17.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  614/10000: episode: 19, duration: 0.456s, episode steps:  51, steps per second: 112, episode reward: -44.380, mean reward: -0.870 [-31.974,  1.824], mean action: 15.902 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  713/10000: episode: 20, duration: 0.787s, episode steps:  99, steps per second: 126, episode reward: -44.910, mean reward: -0.454 [-32.285,  2.460], mean action: 16.485 [7.000, 18.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  748/10000: episode: 21, duration: 0.393s, episode steps:  35, steps per second:  89, episode reward: -44.830, mean reward: -1.281 [-32.683,  2.120], mean action: 13.714 [7.000, 17.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  776/10000: episode: 22, duration: 0.278s, episode steps:  28, steps per second: 101, episode reward: -44.470, mean reward: -1.588 [-32.086,  2.230], mean action: 14.321 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  799/10000: episode: 23, duration: 0.234s, episode steps:  23, steps per second:  98, episode reward: -39.000, mean reward: -1.696 [-30.042,  2.351], mean action: 13.304 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  844/10000: episode: 24, duration: 0.394s, episode steps:  45, steps per second: 114, episode reward: -36.000, mean reward: -0.800 [-32.333,  2.739], mean action: 8.844 [3.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  893/10000: episode: 25, duration: 0.496s, episode steps:  49, steps per second:  99, episode reward: -42.000, mean reward: -0.857 [-32.139,  2.160], mean action: 14.878 [3.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  926/10000: episode: 26, duration: 0.271s, episode steps:  33, steps per second: 122, episode reward: -44.980, mean reward: -1.363 [-32.214,  2.004], mean action: 13.939 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  972/10000: episode: 27, duration: 0.402s, episode steps:  46, steps per second: 114, episode reward: 36.941, mean reward:  0.803 [-2.454, 32.344], mean action: 14.717 [3.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 1021/10000: episode: 28, duration: 1.607s, episode steps:  49, steps per second:  31, episode reward: -39.000, mean reward: -0.796 [-32.184,  2.550], mean action: 16.694 [3.000, 21.000],  loss: 0.016827, mae: 0.438837, mean_q: 0.455937, mean_eps: 0.000000
 1050/10000: episode: 29, duration: 0.528s, episode steps:  29, steps per second:  55, episode reward: -38.340, mean reward: -1.322 [-32.104,  2.810], mean action: 13.172 [1.000, 21.000],  loss: 0.012629, mae: 0.537899, mean_q: 0.021895, mean_eps: 0.000000
 1084/10000: episode: 30, duration: 0.488s, episode steps:  34, steps per second:  70, episode reward: -42.000, mean reward: -1.235 [-32.169,  2.169], mean action: 12.353 [7.000, 21.000],  loss: 0.013303, mae: 0.568113, mean_q: -0.031862, mean_eps: 0.000000
 1117/10000: episode: 31, duration: 0.445s, episode steps:  33, steps per second:  74, episode reward: -35.850, mean reward: -1.086 [-32.310,  2.270], mean action: 7.212 [3.000, 21.000],  loss: 0.013407, mae: 0.535682, mean_q: 0.035018, mean_eps: 0.000000
 1149/10000: episode: 32, duration: 0.582s, episode steps:  32, steps per second:  55, episode reward: -38.760, mean reward: -1.211 [-32.605,  2.520], mean action: 18.125 [3.000, 21.000],  loss: 0.012211, mae: 0.592192, mean_q: -0.000303, mean_eps: 0.000000
 1194/10000: episode: 33, duration: 0.713s, episode steps:  45, steps per second:  63, episode reward: -38.170, mean reward: -0.848 [-32.016,  2.512], mean action: 15.067 [1.000, 21.000],  loss: 0.013667, mae: 0.649432, mean_q: -0.042814, mean_eps: 0.000000
 1253/10000: episode: 34, duration: 0.869s, episode steps:  59, steps per second:  68, episode reward: -32.910, mean reward: -0.558 [-32.213,  3.000], mean action: 9.678 [1.000, 21.000],  loss: 0.014412, mae: 0.650777, mean_q: -0.018453, mean_eps: 0.000000
 1284/10000: episode: 35, duration: 0.478s, episode steps:  31, steps per second:  65, episode reward: -35.760, mean reward: -1.154 [-32.564,  2.370], mean action: 7.323 [1.000, 21.000],  loss: 0.014533, mae: 0.688251, mean_q: -0.072997, mean_eps: 0.000000
 1321/10000: episode: 36, duration: 0.615s, episode steps:  37, steps per second:  60, episode reward: -35.170, mean reward: -0.951 [-31.976,  3.000], mean action: 5.703 [1.000, 21.000],  loss: 0.014654, mae: 0.636354, mean_q: -0.015197, mean_eps: 0.000000
 1343/10000: episode: 37, duration: 0.303s, episode steps:  22, steps per second:  73, episode reward: -38.830, mean reward: -1.765 [-32.028,  3.000], mean action: 11.182 [1.000, 16.000],  loss: 0.014380, mae: 0.630670, mean_q: -0.001878, mean_eps: 0.000000
 1412/10000: episode: 38, duration: 1.064s, episode steps:  69, steps per second:  65, episode reward: -35.910, mean reward: -0.520 [-32.228,  2.660], mean action: 10.435 [1.000, 21.000],  loss: 0.014950, mae: 0.679498, mean_q: -0.030593, mean_eps: 0.000000
 1444/10000: episode: 39, duration: 0.501s, episode steps:  32, steps per second:  64, episode reward: 33.000, mean reward:  1.031 [-2.422, 32.340], mean action: 7.688 [1.000, 21.000],  loss: 0.014419, mae: 0.636442, mean_q: 0.027439, mean_eps: 0.000000
 1478/10000: episode: 40, duration: 0.465s, episode steps:  34, steps per second:  73, episode reward: -39.000, mean reward: -1.147 [-32.010,  2.290], mean action: 8.294 [1.000, 21.000],  loss: 0.013679, mae: 0.639860, mean_q: 0.015486, mean_eps: 0.000000
 1502/10000: episode: 41, duration: 0.339s, episode steps:  24, steps per second:  71, episode reward: -41.430, mean reward: -1.726 [-32.117,  2.189], mean action: 10.542 [1.000, 16.000],  loss: 0.015400, mae: 0.661072, mean_q: -0.014894, mean_eps: 0.000000
 1531/10000: episode: 42, duration: 0.463s, episode steps:  29, steps per second:  63, episode reward: -33.000, mean reward: -1.138 [-33.000,  2.788], mean action: 15.966 [3.000, 21.000],  loss: 0.012487, mae: 0.669225, mean_q: -0.007290, mean_eps: 0.000000
 1558/10000: episode: 43, duration: 0.344s, episode steps:  27, steps per second:  78, episode reward: -44.940, mean reward: -1.664 [-32.184,  2.003], mean action: 14.926 [3.000, 21.000],  loss: 0.015937, mae: 0.699994, mean_q: -0.040004, mean_eps: 0.000000
 1588/10000: episode: 44, duration: 0.417s, episode steps:  30, steps per second:  72, episode reward: -35.910, mean reward: -1.197 [-32.284,  2.901], mean action: 12.300 [1.000, 21.000],  loss: 0.013510, mae: 0.699200, mean_q: -0.044410, mean_eps: 0.000000
 1616/10000: episode: 45, duration: 0.392s, episode steps:  28, steps per second:  71, episode reward: -38.600, mean reward: -1.379 [-32.243,  2.441], mean action: 15.750 [3.000, 21.000],  loss: 0.012521, mae: 0.699103, mean_q: -0.038665, mean_eps: 0.000000
 1649/10000: episode: 46, duration: 0.444s, episode steps:  33, steps per second:  74, episode reward: 33.000, mean reward:  1.000 [-3.000, 33.000], mean action: 15.152 [1.000, 21.000],  loss: 0.014808, mae: 0.736398, mean_q: -0.072695, mean_eps: 0.000000
 1674/10000: episode: 47, duration: 0.318s, episode steps:  25, steps per second:  78, episode reward: -35.350, mean reward: -1.414 [-32.250,  3.000], mean action: 9.040 [1.000, 21.000],  loss: 0.019596, mae: 0.733091, mean_q: -0.048762, mean_eps: 0.000000
 1705/10000: episode: 48, duration: 0.412s, episode steps:  31, steps per second:  75, episode reward: 35.571, mean reward:  1.147 [-3.000, 32.211], mean action: 15.323 [3.000, 21.000],  loss: 0.012762, mae: 0.701297, mean_q: -0.044705, mean_eps: 0.000000
 1738/10000: episode: 49, duration: 0.484s, episode steps:  33, steps per second:  68, episode reward: -36.000, mean reward: -1.091 [-32.358,  2.418], mean action: 15.273 [1.000, 21.000],  loss: 0.016542, mae: 0.725810, mean_q: -0.037702, mean_eps: 0.000000
 1789/10000: episode: 50, duration: 0.708s, episode steps:  51, steps per second:  72, episode reward: 32.972, mean reward:  0.647 [-3.000, 32.061], mean action: 14.824 [1.000, 21.000],  loss: 0.013745, mae: 0.700334, mean_q: -0.027176, mean_eps: 0.000000
 1814/10000: episode: 51, duration: 0.341s, episode steps:  25, steps per second:  73, episode reward: -39.000, mean reward: -1.560 [-32.190,  2.641], mean action: 15.520 [3.000, 21.000],  loss: 0.015180, mae: 0.684492, mean_q: 0.011234, mean_eps: 0.000000
 1842/10000: episode: 52, duration: 0.415s, episode steps:  28, steps per second:  67, episode reward: 32.225, mean reward:  1.151 [-2.484, 32.205], mean action: 12.500 [1.000, 21.000],  loss: 0.016810, mae: 0.714633, mean_q: -0.003945, mean_eps: 0.000000
 1868/10000: episode: 53, duration: 0.379s, episode steps:  26, steps per second:  69, episode reward: 32.609, mean reward:  1.254 [-3.000, 32.902], mean action: 14.577 [1.000, 21.000],  loss: 0.015998, mae: 0.692895, mean_q: 0.020602, mean_eps: 0.000000
 1908/10000: episode: 54, duration: 0.557s, episode steps:  40, steps per second:  72, episode reward: -41.620, mean reward: -1.040 [-32.187,  2.202], mean action: 9.700 [1.000, 21.000],  loss: 0.015221, mae: 0.672186, mean_q: 0.022837, mean_eps: 0.000000
 1930/10000: episode: 55, duration: 0.332s, episode steps:  22, steps per second:  66, episode reward: -38.210, mean reward: -1.737 [-31.887,  2.220], mean action: 11.273 [1.000, 17.000],  loss: 0.018271, mae: 0.691670, mean_q: 0.018168, mean_eps: 0.000000
 1951/10000: episode: 56, duration: 0.289s, episode steps:  21, steps per second:  73, episode reward: 37.620, mean reward:  1.791 [-2.273, 32.562], mean action: 13.857 [1.000, 21.000],  loss: 0.015597, mae: 0.711401, mean_q: -0.036642, mean_eps: 0.000000
 1989/10000: episode: 57, duration: 0.547s, episode steps:  38, steps per second:  69, episode reward: -33.000, mean reward: -0.868 [-32.611,  2.903], mean action: 11.500 [1.000, 21.000],  loss: 0.014132, mae: 0.681481, mean_q: 0.033769, mean_eps: 0.000000
 2036/10000: episode: 58, duration: 0.680s, episode steps:  47, steps per second:  69, episode reward: 32.087, mean reward:  0.683 [-2.856, 32.060], mean action: 5.745 [1.000, 21.000],  loss: 0.015845, mae: 0.707344, mean_q: 0.025544, mean_eps: 0.000000
 2070/10000: episode: 59, duration: 0.439s, episode steps:  34, steps per second:  77, episode reward: -35.020, mean reward: -1.030 [-32.151,  2.510], mean action: 14.882 [1.000, 21.000],  loss: 0.013829, mae: 0.703776, mean_q: 0.021318, mean_eps: 0.000000
 2093/10000: episode: 60, duration: 0.307s, episode steps:  23, steps per second:  75, episode reward: -38.950, mean reward: -1.693 [-32.333,  2.517], mean action: 12.000 [1.000, 17.000],  loss: 0.012603, mae: 0.642667, mean_q: 0.119905, mean_eps: 0.000000
 2125/10000: episode: 61, duration: 0.438s, episode steps:  32, steps per second:  73, episode reward: 32.612, mean reward:  1.019 [-2.870, 32.306], mean action: 10.531 [1.000, 16.000],  loss: 0.015611, mae: 0.699275, mean_q: 0.062844, mean_eps: 0.000000
 2147/10000: episode: 62, duration: 0.317s, episode steps:  22, steps per second:  69, episode reward: 32.540, mean reward:  1.479 [-3.000, 32.718], mean action: 11.409 [1.000, 21.000],  loss: 0.015846, mae: 0.715074, mean_q: 0.052872, mean_eps: 0.000000
 2181/10000: episode: 63, duration: 0.435s, episode steps:  34, steps per second:  78, episode reward: -35.340, mean reward: -1.039 [-32.074,  2.537], mean action: 8.235 [1.000, 17.000],  loss: 0.015508, mae: 0.712619, mean_q: 0.033923, mean_eps: 0.000000
 2211/10000: episode: 64, duration: 0.410s, episode steps:  30, steps per second:  73, episode reward: -35.290, mean reward: -1.176 [-31.795,  3.031], mean action: 10.933 [1.000, 17.000],  loss: 0.014106, mae: 0.672822, mean_q: 0.071328, mean_eps: 0.000000
 2251/10000: episode: 65, duration: 0.521s, episode steps:  40, steps per second:  77, episode reward: 30.000, mean reward:  0.750 [-2.796, 30.201], mean action: 15.100 [1.000, 21.000],  loss: 0.016448, mae: 0.730575, mean_q: 0.026367, mean_eps: 0.000000
 2293/10000: episode: 66, duration: 0.528s, episode steps:  42, steps per second:  80, episode reward: -32.970, mean reward: -0.785 [-32.501,  2.522], mean action: 13.952 [3.000, 21.000],  loss: 0.016893, mae: 0.729600, mean_q: 0.061821, mean_eps: 0.000000
 2323/10000: episode: 67, duration: 0.430s, episode steps:  30, steps per second:  70, episode reward: -35.650, mean reward: -1.188 [-32.337,  2.720], mean action: 10.200 [1.000, 17.000],  loss: 0.014868, mae: 0.758177, mean_q: 0.021729, mean_eps: 0.000000
 2351/10000: episode: 68, duration: 0.443s, episode steps:  28, steps per second:  63, episode reward: -38.270, mean reward: -1.367 [-31.885,  2.290], mean action: 10.571 [1.000, 21.000],  loss: 0.018177, mae: 0.767531, mean_q: 0.011734, mean_eps: 0.000000
 2379/10000: episode: 69, duration: 0.386s, episode steps:  28, steps per second:  73, episode reward: -35.910, mean reward: -1.282 [-32.404,  2.622], mean action: 10.607 [1.000, 21.000],  loss: 0.014816, mae: 0.751040, mean_q: 0.013465, mean_eps: 0.000000
 2398/10000: episode: 70, duration: 0.257s, episode steps:  19, steps per second:  74, episode reward: -41.180, mean reward: -2.167 [-33.000,  2.162], mean action: 14.684 [3.000, 21.000],  loss: 0.015814, mae: 0.768974, mean_q: -0.007475, mean_eps: 0.000000
 2430/10000: episode: 71, duration: 0.455s, episode steps:  32, steps per second:  70, episode reward: -41.200, mean reward: -1.288 [-32.125,  2.510], mean action: 8.031 [1.000, 17.000],  loss: 0.016985, mae: 0.746270, mean_q: 0.002516, mean_eps: 0.000000
 2458/10000: episode: 72, duration: 0.379s, episode steps:  28, steps per second:  74, episode reward: -41.520, mean reward: -1.483 [-32.141,  3.038], mean action: 12.393 [1.000, 17.000],  loss: 0.015727, mae: 0.739891, mean_q: 0.023756, mean_eps: 0.000000
 2492/10000: episode: 73, duration: 0.471s, episode steps:  34, steps per second:  72, episode reward: -41.400, mean reward: -1.218 [-32.172,  2.176], mean action: 13.206 [1.000, 21.000],  loss: 0.015392, mae: 0.713757, mean_q: 0.064590, mean_eps: 0.000000
 2524/10000: episode: 74, duration: 0.467s, episode steps:  32, steps per second:  68, episode reward: 32.601, mean reward:  1.019 [-3.000, 30.654], mean action: 16.375 [1.000, 21.000],  loss: 0.017359, mae: 0.756336, mean_q: 0.022541, mean_eps: 0.000000
 2549/10000: episode: 75, duration: 0.315s, episode steps:  25, steps per second:  79, episode reward: 34.388, mean reward:  1.376 [-3.000, 32.760], mean action: 9.600 [1.000, 21.000],  loss: 0.019958, mae: 0.737007, mean_q: 0.041286, mean_eps: 0.000000
 2576/10000: episode: 76, duration: 0.398s, episode steps:  27, steps per second:  68, episode reward: 34.206, mean reward:  1.267 [-2.358, 32.011], mean action: 10.667 [1.000, 21.000],  loss: 0.016739, mae: 0.730408, mean_q: 0.026307, mean_eps: 0.000000
 2607/10000: episode: 77, duration: 0.538s, episode steps:  31, steps per second:  58, episode reward: 35.159, mean reward:  1.134 [-2.296, 31.954], mean action: 6.806 [1.000, 21.000],  loss: 0.014810, mae: 0.728547, mean_q: 0.042947, mean_eps: 0.000000
 2632/10000: episode: 78, duration: 0.378s, episode steps:  25, steps per second:  66, episode reward: -44.140, mean reward: -1.766 [-32.555,  1.672], mean action: 13.440 [1.000, 17.000],  loss: 0.012018, mae: 0.677069, mean_q: 0.096648, mean_eps: 0.000000
 2660/10000: episode: 79, duration: 0.367s, episode steps:  28, steps per second:  76, episode reward: -47.060, mean reward: -1.681 [-32.298,  0.005], mean action: 15.143 [1.000, 21.000],  loss: 0.015685, mae: 0.755887, mean_q: 0.000012, mean_eps: 0.000000
 2691/10000: episode: 80, duration: 0.442s, episode steps:  31, steps per second:  70, episode reward: 35.035, mean reward:  1.130 [-2.410, 32.170], mean action: 8.452 [1.000, 21.000],  loss: 0.016967, mae: 0.728147, mean_q: 0.029771, mean_eps: 0.000000
 2718/10000: episode: 81, duration: 0.393s, episode steps:  27, steps per second:  69, episode reward: -41.530, mean reward: -1.538 [-31.779,  2.740], mean action: 16.074 [3.000, 21.000],  loss: 0.018511, mae: 0.781050, mean_q: -0.016645, mean_eps: 0.000000
 2759/10000: episode: 82, duration: 0.695s, episode steps:  41, steps per second:  59, episode reward: -32.760, mean reward: -0.799 [-31.958,  2.450], mean action: 7.268 [1.000, 21.000],  loss: 0.014695, mae: 0.753243, mean_q: 0.006808, mean_eps: 0.000000
 2793/10000: episode: 83, duration: 0.528s, episode steps:  34, steps per second:  64, episode reward: -32.740, mean reward: -0.963 [-32.181,  2.560], mean action: 6.882 [1.000, 21.000],  loss: 0.016457, mae: 0.757070, mean_q: 0.006531, mean_eps: 0.000000
 2827/10000: episode: 84, duration: 0.587s, episode steps:  34, steps per second:  58, episode reward: 34.724, mean reward:  1.021 [-2.867, 33.000], mean action: 10.206 [1.000, 21.000],  loss: 0.016594, mae: 0.724611, mean_q: 0.063142, mean_eps: 0.000000
 2887/10000: episode: 85, duration: 0.815s, episode steps:  60, steps per second:  74, episode reward: 32.419, mean reward:  0.540 [-3.000, 31.953], mean action: 5.483 [1.000, 21.000],  loss: 0.016092, mae: 0.744898, mean_q: 0.017951, mean_eps: 0.000000
 2916/10000: episode: 86, duration: 0.378s, episode steps:  29, steps per second:  77, episode reward: 38.003, mean reward:  1.310 [-3.000, 33.000], mean action: 10.793 [1.000, 21.000],  loss: 0.014521, mae: 0.707196, mean_q: 0.050640, mean_eps: 0.000000
 2958/10000: episode: 87, duration: 0.585s, episode steps:  42, steps per second:  72, episode reward: -33.000, mean reward: -0.786 [-32.300,  2.810], mean action: 11.405 [1.000, 21.000],  loss: 0.013370, mae: 0.701928, mean_q: 0.068438, mean_eps: 0.000000
 3024/10000: episode: 88, duration: 0.891s, episode steps:  66, steps per second:  74, episode reward: 32.030, mean reward:  0.485 [-3.000, 32.250], mean action: 13.106 [3.000, 17.000],  loss: 0.014534, mae: 0.733230, mean_q: 0.034792, mean_eps: 0.000000
 3049/10000: episode: 89, duration: 0.340s, episode steps:  25, steps per second:  73, episode reward: -38.350, mean reward: -1.534 [-31.928,  2.490], mean action: 10.760 [1.000, 21.000],  loss: 0.011062, mae: 0.699216, mean_q: 0.050302, mean_eps: 0.000000
 3074/10000: episode: 90, duration: 0.321s, episode steps:  25, steps per second:  78, episode reward: -38.810, mean reward: -1.552 [-31.990,  2.093], mean action: 12.840 [3.000, 21.000],  loss: 0.012518, mae: 0.704915, mean_q: 0.052447, mean_eps: 0.000000
 3102/10000: episode: 91, duration: 0.410s, episode steps:  28, steps per second:  68, episode reward: -33.000, mean reward: -1.179 [-32.357,  3.000], mean action: 6.357 [1.000, 17.000],  loss: 0.014074, mae: 0.775370, mean_q: -0.012233, mean_eps: 0.000000
 3125/10000: episode: 92, duration: 0.335s, episode steps:  23, steps per second:  69, episode reward: -32.430, mean reward: -1.410 [-31.575,  2.902], mean action: 8.957 [1.000, 17.000],  loss: 0.018821, mae: 0.791808, mean_q: -0.005203, mean_eps: 0.000000
 3158/10000: episode: 93, duration: 0.498s, episode steps:  33, steps per second:  66, episode reward: -32.850, mean reward: -0.995 [-31.945,  2.380], mean action: 13.394 [1.000, 21.000],  loss: 0.016482, mae: 0.736360, mean_q: 0.065838, mean_eps: 0.000000
 3240/10000: episode: 94, duration: 1.152s, episode steps:  82, steps per second:  71, episode reward: -36.000, mean reward: -0.439 [-32.029,  2.400], mean action: 15.280 [1.000, 21.000],  loss: 0.016262, mae: 0.754017, mean_q: 0.033489, mean_eps: 0.000000
 3269/10000: episode: 95, duration: 0.416s, episode steps:  29, steps per second:  70, episode reward: -32.520, mean reward: -1.121 [-31.551,  3.120], mean action: 12.931 [1.000, 21.000],  loss: 0.014322, mae: 0.733031, mean_q: 0.044751, mean_eps: 0.000000
 3301/10000: episode: 96, duration: 0.445s, episode steps:  32, steps per second:  72, episode reward: -41.120, mean reward: -1.285 [-31.712,  2.671], mean action: 14.594 [1.000, 21.000],  loss: 0.017133, mae: 0.784012, mean_q: 0.032623, mean_eps: 0.000000
 3338/10000: episode: 97, duration: 0.537s, episode steps:  37, steps per second:  69, episode reward: 35.865, mean reward:  0.969 [-2.261, 32.045], mean action: 11.973 [1.000, 21.000],  loss: 0.015180, mae: 0.783834, mean_q: 0.016301, mean_eps: 0.000000
 3360/10000: episode: 98, duration: 0.289s, episode steps:  22, steps per second:  76, episode reward: -35.520, mean reward: -1.615 [-32.047,  2.535], mean action: 8.364 [1.000, 21.000],  loss: 0.015244, mae: 0.736689, mean_q: 0.057845, mean_eps: 0.000000
 3391/10000: episode: 99, duration: 0.443s, episode steps:  31, steps per second:  70, episode reward: -32.540, mean reward: -1.050 [-31.998,  2.735], mean action: 12.161 [1.000, 21.000],  loss: 0.016772, mae: 0.771275, mean_q: 0.016036, mean_eps: 0.000000
 3430/10000: episode: 100, duration: 0.502s, episode steps:  39, steps per second:  78, episode reward: -32.780, mean reward: -0.841 [-32.264,  2.950], mean action: 9.051 [3.000, 17.000],  loss: 0.014526, mae: 0.753461, mean_q: 0.043737, mean_eps: 0.000000
 3476/10000: episode: 101, duration: 0.605s, episode steps:  46, steps per second:  76, episode reward: -35.930, mean reward: -0.781 [-32.127,  2.592], mean action: 7.087 [1.000, 21.000],  loss: 0.021372, mae: 0.788128, mean_q: 0.036096, mean_eps: 0.000000
 3497/10000: episode: 102, duration: 0.314s, episode steps:  21, steps per second:  67, episode reward: -32.990, mean reward: -1.571 [-31.994,  3.000], mean action: 12.524 [1.000, 21.000],  loss: 0.016794, mae: 0.820608, mean_q: -0.041570, mean_eps: 0.000000
 3526/10000: episode: 103, duration: 0.376s, episode steps:  29, steps per second:  77, episode reward: -32.500, mean reward: -1.121 [-32.071,  2.567], mean action: 8.966 [1.000, 21.000],  loss: 0.014287, mae: 0.761171, mean_q: 0.042338, mean_eps: 0.000000
 3542/10000: episode: 104, duration: 0.195s, episode steps:  16, steps per second:  82, episode reward: -42.000, mean reward: -2.625 [-33.000,  2.712], mean action: 13.562 [3.000, 21.000],  loss: 0.014991, mae: 0.761022, mean_q: 0.053263, mean_eps: 0.000000
 3572/10000: episode: 105, duration: 0.402s, episode steps:  30, steps per second:  75, episode reward: -35.620, mean reward: -1.187 [-32.255,  2.495], mean action: 10.067 [1.000, 17.000],  loss: 0.016603, mae: 0.750487, mean_q: 0.056044, mean_eps: 0.000000
 3591/10000: episode: 106, duration: 0.385s, episode steps:  19, steps per second:  49, episode reward: -44.070, mean reward: -2.319 [-33.000,  2.231], mean action: 12.316 [3.000, 21.000],  loss: 0.017721, mae: 0.818032, mean_q: -0.040209, mean_eps: 0.000000
 3621/10000: episode: 107, duration: 0.383s, episode steps:  30, steps per second:  78, episode reward: -38.870, mean reward: -1.296 [-32.328,  2.416], mean action: 11.167 [1.000, 21.000],  loss: 0.018082, mae: 0.777215, mean_q: 0.035054, mean_eps: 0.000000
 3696/10000: episode: 108, duration: 1.045s, episode steps:  75, steps per second:  72, episode reward: 35.517, mean reward:  0.474 [-2.308, 32.130], mean action: 3.973 [1.000, 21.000],  loss: 0.015577, mae: 0.768619, mean_q: 0.056144, mean_eps: 0.000000
