params 0
{'model_type': 'dqn_agent', 'l1_out': 128, 'l2_out': 64, 'gamma': 0.5, 'target_model_update': 1, 'delta_clip': 0.01, 'nb_steps_warmup': 1000, 'enable_dueling_dqn__': False, 'enable_double_dqn__': True, 'dueling_type__': 'avg'}
trial 0
Training for 10000 steps ...
   73/10000: episode: 1, duration: 1.698s, episode steps:  73, steps per second:  43, episode reward: -35.450, mean reward: -0.486 [-32.794,  3.059], mean action: 10.137 [3.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  853/10000: episode: 12, duration: 0.545s, episode steps:  90, steps per second: 165, episode reward: -37.570, mean reward: -0.417 [-32.038,  3.000], mean action: 15.122 [7.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
  976/10000: episode: 13, duration: 0.723s, episode steps: 123, steps per second: 170, episode reward: -32.610, mean reward: -0.265 [-32.048,  3.000], mean action: 13.089 [1.000, 21.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 1038/10000: episode: 14, duration: 1.205s, episode steps:  62, steps per second:  51, episode reward: -34.310, mean reward: -0.553 [-32.088,  2.727], mean action: 14.161 [6.000, 21.000],  loss: 0.009000, mae: 0.397534, mean_q: 0.372309, mean_eps: 0.000000
 1078/10000: episode: 15, duration: 0.431s, episode steps:  40, steps per second:  93, episode reward: 38.509, mean reward:  0.963 [-2.712, 30.005], mean action: 9.325 [1.000, 21.000],  loss: 0.007374, mae: 0.346333, mean_q: 0.270069, mean_eps: 0.000000
 1125/10000: episode: 16, duration: 0.492s, episode steps:  47, steps per second:  96, episode reward: 35.387, mean reward:  0.753 [-2.372, 32.270], mean action: 10.149 [1.000, 21.000],  loss: 0.009277, mae: 0.377973, mean_q: 0.184302, mean_eps: 0.000000
 1208/10000: episode: 17, duration: 0.842s, episode steps:  83, steps per second:  99, episode reward: 38.117, mean reward:  0.459 [-3.000, 31.971], mean action: 9.542 [1.000, 21.000],  loss: 0.008713, mae: 0.377937, mean_q: 0.169595, mean_eps: 0.000000
 1265/10000: episode: 18, duration: 0.621s, episode steps:  57, steps per second:  92, episode reward: -32.500, mean reward: -0.570 [-30.171,  2.940], mean action: 10.386 [1.000, 21.000],  loss: 0.007210, mae: 0.366471, mean_q: 0.161927, mean_eps: 0.000000
 1324/10000: episode: 19, duration: 0.693s, episode steps:  59, steps per second:  85, episode reward: -38.080, mean reward: -0.645 [-32.271,  2.360], mean action: 11.966 [3.000, 21.000],  loss: 0.010444, mae: 0.380377, mean_q: 0.153769, mean_eps: 0.000000
 1449/10000: episode: 20, duration: 1.238s, episode steps: 125, steps per second: 101, episode reward: 37.537, mean reward:  0.300 [-2.762, 31.875], mean action: 13.032 [1.000, 21.000],  loss: 0.008460, mae: 0.369522, mean_q: 0.143592, mean_eps: 0.000000
 1517/10000: episode: 21, duration: 0.675s, episode steps:  68, steps per second: 101, episode reward: -32.870, mean reward: -0.483 [-33.000,  2.810], mean action: 10.882 [1.000, 21.000],  loss: 0.006870, mae: 0.361948, mean_q: 0.137789, mean_eps: 0.000000
 1537/10000: episode: 22, duration: 0.220s, episode steps:  20, steps per second:  91, episode reward: 44.043, mean reward:  2.202 [-3.000, 32.371], mean action: 7.350 [1.000, 21.000],  loss: 0.007765, mae: 0.361425, mean_q: 0.139944, mean_eps: 0.000000
 1582/10000: episode: 23, duration: 0.453s, episode steps:  45, steps per second:  99, episode reward: -32.280, mean reward: -0.717 [-32.006,  2.710], mean action: 11.400 [3.000, 21.000],  loss: 0.008352, mae: 0.348131, mean_q: 0.177207, mean_eps: 0.000000
 1628/10000: episode: 24, duration: 0.473s, episode steps:  46, steps per second:  97, episode reward: 32.110, mean reward:  0.698 [-2.620, 32.020], mean action: 11.217 [3.000, 21.000],  loss: 0.009080, mae: 0.349982, mean_q: 0.166437, mean_eps: 0.000000
 1667/10000: episode: 25, duration: 0.386s, episode steps:  39, steps per second: 101, episode reward: -42.420, mean reward: -1.088 [-32.133,  2.050], mean action: 12.692 [3.000, 21.000],  loss: 0.009208, mae: 0.348224, mean_q: 0.179637, mean_eps: 0.000000
 1736/10000: episode: 26, duration: 0.675s, episode steps:  69, steps per second: 102, episode reward: -32.780, mean reward: -0.475 [-31.832,  3.000], mean action: 9.319 [3.000, 21.000],  loss: 0.009159, mae: 0.346850, mean_q: 0.188655, mean_eps: 0.000000
 1798/10000: episode: 27, duration: 0.673s, episode steps:  62, steps per second:  92, episode reward: 35.572, mean reward:  0.574 [-3.000, 32.770], mean action: 6.016 [1.000, 21.000],  loss: 0.008005, mae: 0.326504, mean_q: 0.232362, mean_eps: 0.000000
 1837/10000: episode: 28, duration: 0.410s, episode steps:  39, steps per second:  95, episode reward: 34.537, mean reward:  0.886 [-2.738, 31.735], mean action: 7.718 [1.000, 21.000],  loss: 0.009012, mae: 0.354897, mean_q: 0.166952, mean_eps: 0.000000
 1881/10000: episode: 29, duration: 0.452s, episode steps:  44, steps per second:  97, episode reward: 32.733, mean reward:  0.744 [-2.567, 32.120], mean action: 6.909 [1.000, 21.000],  loss: 0.008789, mae: 0.356807, mean_q: 0.179910, mean_eps: 0.000000
 1918/10000: episode: 30, duration: 0.379s, episode steps:  37, steps per second:  98, episode reward: 43.819, mean reward:  1.184 [-2.181, 32.540], mean action: 4.703 [0.000, 17.000],  loss: 0.008612, mae: 0.350605, mean_q: 0.187930, mean_eps: 0.000000
 1960/10000: episode: 31, duration: 0.431s, episode steps:  42, steps per second:  98, episode reward: -32.350, mean reward: -0.770 [-32.551,  2.898], mean action: 10.452 [1.000, 21.000],  loss: 0.010993, mae: 0.362419, mean_q: 0.182025, mean_eps: 0.000000
 1984/10000: episode: 32, duration: 0.251s, episode steps:  24, steps per second:  95, episode reward: 37.745, mean reward:  1.573 [-2.878, 32.310], mean action: 4.792 [1.000, 21.000],  loss: 0.008263, mae: 0.349435, mean_q: 0.183047, mean_eps: 0.000000
 2027/10000: episode: 33, duration: 0.443s, episode steps:  43, steps per second:  97, episode reward: 37.437, mean reward:  0.871 [-2.611, 32.130], mean action: 3.605 [0.000, 17.000],  loss: 0.008900, mae: 0.359503, mean_q: 0.164349, mean_eps: 0.000000
 2070/10000: episode: 34, duration: 0.438s, episode steps:  43, steps per second:  98, episode reward: -34.590, mean reward: -0.804 [-32.123,  2.970], mean action: 12.070 [1.000, 21.000],  loss: 0.010785, mae: 0.360960, mean_q: 0.183235, mean_eps: 0.000000
 2113/10000: episode: 35, duration: 0.431s, episode steps:  43, steps per second: 100, episode reward: 35.358, mean reward:  0.822 [-2.603, 30.598], mean action: 5.860 [1.000, 21.000],  loss: 0.008831, mae: 0.340096, mean_q: 0.234891, mean_eps: 0.000000
 2165/10000: episode: 36, duration: 0.524s, episode steps:  52, steps per second:  99, episode reward: 35.003, mean reward:  0.673 [-2.537, 32.640], mean action: 10.212 [1.000, 21.000],  loss: 0.010380, mae: 0.370053, mean_q: 0.176641, mean_eps: 0.000000
 2234/10000: episode: 37, duration: 0.716s, episode steps:  69, steps per second:  96, episode reward: 35.058, mean reward:  0.508 [-2.815, 32.360], mean action: 12.217 [1.000, 21.000],  loss: 0.011440, mae: 0.356134, mean_q: 0.228275, mean_eps: 0.000000
 2270/10000: episode: 38, duration: 0.394s, episode steps:  36, steps per second:  91, episode reward: 38.878, mean reward:  1.080 [-2.562, 32.040], mean action: 4.917 [1.000, 21.000],  loss: 0.010845, mae: 0.362596, mean_q: 0.182684, mean_eps: 0.000000
 2315/10000: episode: 39, duration: 0.513s, episode steps:  45, steps per second:  88, episode reward: 32.241, mean reward:  0.716 [-2.511, 32.150], mean action: 5.600 [1.000, 17.000],  loss: 0.008963, mae: 0.351777, mean_q: 0.196653, mean_eps: 0.000000
 2380/10000: episode: 40, duration: 0.672s, episode steps:  65, steps per second:  97, episode reward: 32.826, mean reward:  0.505 [-3.000, 32.832], mean action: 8.769 [1.000, 21.000],  loss: 0.009191, mae: 0.349739, mean_q: 0.224987, mean_eps: 0.000000
 2442/10000: episode: 41, duration: 0.698s, episode steps:  62, steps per second:  89, episode reward: 35.705, mean reward:  0.576 [-2.812, 32.460], mean action: 6.935 [1.000, 21.000],  loss: 0.007783, mae: 0.347389, mean_q: 0.215231, mean_eps: 0.000000
 2462/10000: episode: 42, duration: 0.229s, episode steps:  20, steps per second:  87, episode reward: 46.056, mean reward:  2.303 [-0.210, 32.001], mean action: 7.450 [3.000, 21.000],  loss: 0.008356, mae: 0.354705, mean_q: 0.199740, mean_eps: 0.000000
 2488/10000: episode: 43, duration: 0.287s, episode steps:  26, steps per second:  91, episode reward: 35.148, mean reward:  1.352 [-2.665, 32.340], mean action: 12.808 [3.000, 21.000],  loss: 0.008293, mae: 0.368996, mean_q: 0.154593, mean_eps: 0.000000
 2525/10000: episode: 44, duration: 0.392s, episode steps:  37, steps per second:  94, episode reward: 40.635, mean reward:  1.098 [-2.500, 32.083], mean action: 5.811 [1.000, 21.000],  loss: 0.011265, mae: 0.397355, mean_q: 0.157544, mean_eps: 0.000000
 2561/10000: episode: 45, duration: 0.363s, episode steps:  36, steps per second:  99, episode reward: -32.120, mean reward: -0.892 [-32.256,  3.120], mean action: 9.833 [0.000, 21.000],  loss: 0.010208, mae: 0.358080, mean_q: 0.198314, mean_eps: 0.000000
 2604/10000: episode: 46, duration: 0.438s, episode steps:  43, steps per second:  98, episode reward: -40.290, mean reward: -0.937 [-31.750,  2.286], mean action: 15.000 [3.000, 21.000],  loss: 0.009625, mae: 0.357287, mean_q: 0.188276, mean_eps: 0.000000
 2626/10000: episode: 47, duration: 0.238s, episode steps:  22, steps per second:  93, episode reward: 41.263, mean reward:  1.876 [-2.142, 31.664], mean action: 5.000 [1.000, 21.000],  loss: 0.010497, mae: 0.357403, mean_q: 0.183373, mean_eps: 0.000000
 2645/10000: episode: 48, duration: 0.201s, episode steps:  19, steps per second:  94, episode reward: 43.239, mean reward:  2.276 [-2.220, 32.127], mean action: 8.211 [1.000, 21.000],  loss: 0.009897, mae: 0.360971, mean_q: 0.183792, mean_eps: 0.000000
 2697/10000: episode: 49, duration: 0.570s, episode steps:  52, steps per second:  91, episode reward: 37.946, mean reward:  0.730 [-2.753, 32.150], mean action: 6.558 [3.000, 18.000],  loss: 0.012290, mae: 0.366761, mean_q: 0.214400, mean_eps: 0.000000
 2717/10000: episode: 50, duration: 0.230s, episode steps:  20, steps per second:  87, episode reward: 46.414, mean reward:  2.321 [-0.508, 32.800], mean action: 4.850 [3.000, 21.000],  loss: 0.010136, mae: 0.356763, mean_q: 0.209796, mean_eps: 0.000000
 2769/10000: episode: 51, duration: 0.538s, episode steps:  52, steps per second:  97, episode reward: -32.860, mean reward: -0.632 [-32.361,  2.360], mean action: 6.365 [3.000, 21.000],  loss: 0.010401, mae: 0.345306, mean_q: 0.252977, mean_eps: 0.000000
 2802/10000: episode: 52, duration: 0.369s, episode steps:  33, steps per second:  89, episode reward: 35.014, mean reward:  1.061 [-3.000, 32.394], mean action: 6.788 [1.000, 17.000],  loss: 0.010048, mae: 0.341343, mean_q: 0.252185, mean_eps: 0.000000
 2825/10000: episode: 53, duration: 0.249s, episode steps:  23, steps per second:  92, episode reward: 44.903, mean reward:  1.952 [-2.261, 32.083], mean action: 3.783 [1.000, 10.000],  loss: 0.008077, mae: 0.346677, mean_q: 0.244020, mean_eps: 0.000000
 2865/10000: episode: 54, duration: 0.411s, episode steps:  40, steps per second:  97, episode reward: 38.012, mean reward:  0.950 [-2.350, 32.100], mean action: 5.300 [1.000, 18.000],  loss: 0.010904, mae: 0.344784, mean_q: 0.238028, mean_eps: 0.000000
 2891/10000: episode: 55, duration: 0.296s, episode steps:  26, steps per second:  88, episode reward: 41.425, mean reward:  1.593 [-2.190, 32.070], mean action: 4.462 [1.000, 21.000],  loss: 0.009290, mae: 0.330446, mean_q: 0.238042, mean_eps: 0.000000
 2925/10000: episode: 56, duration: 0.336s, episode steps:  34, steps per second: 101, episode reward: -40.660, mean reward: -1.196 [-32.138,  2.648], mean action: 11.471 [1.000, 21.000],  loss: 0.011044, mae: 0.341014, mean_q: 0.262381, mean_eps: 0.000000
 2974/10000: episode: 57, duration: 0.499s, episode steps:  49, steps per second:  98, episode reward: 32.543, mean reward:  0.664 [-2.686, 32.353], mean action: 8.796 [1.000, 21.000],  loss: 0.012674, mae: 0.344324, mean_q: 0.266697, mean_eps: 0.000000
 3011/10000: episode: 58, duration: 0.391s, episode steps:  37, steps per second:  95, episode reward: 32.021, mean reward:  0.865 [-3.000, 32.170], mean action: 8.703 [1.000, 21.000],  loss: 0.009802, mae: 0.328111, mean_q: 0.271070, mean_eps: 0.000000
 3033/10000: episode: 59, duration: 0.293s, episode steps:  22, steps per second:  75, episode reward: 43.724, mean reward:  1.987 [-2.751, 32.044], mean action: 5.682 [3.000, 15.000],  loss: 0.010584, mae: 0.340696, mean_q: 0.302348, mean_eps: 0.000000
 3052/10000: episode: 60, duration: 0.232s, episode steps:  19, steps per second:  82, episode reward: 44.194, mean reward:  2.326 [-2.041, 32.262], mean action: 6.421 [3.000, 21.000],  loss: 0.009049, mae: 0.344225, mean_q: 0.244895, mean_eps: 0.000000
 3139/10000: episode: 61, duration: 0.949s, episode steps:  87, steps per second:  92, episode reward: -32.880, mean reward: -0.378 [-31.922,  2.130], mean action: 10.747 [1.000, 21.000],  loss: 0.012278, mae: 0.341066, mean_q: 0.276278, mean_eps: 0.000000
 3184/10000: episode: 62, duration: 0.488s, episode steps:  45, steps per second:  92, episode reward: 38.076, mean reward:  0.846 [-2.242, 31.975], mean action: 7.156 [1.000, 21.000],  loss: 0.013737, mae: 0.349922, mean_q: 0.259708, mean_eps: 0.000000
 3203/10000: episode: 63, duration: 0.208s, episode steps:  19, steps per second:  91, episode reward: 43.361, mean reward:  2.282 [-2.069, 31.687], mean action: 2.632 [1.000, 6.000],  loss: 0.011159, mae: 0.347801, mean_q: 0.221958, mean_eps: 0.000000
 3247/10000: episode: 64, duration: 0.453s, episode steps:  44, steps per second:  97, episode reward: 38.539, mean reward:  0.876 [-3.000, 32.150], mean action: 7.273 [3.000, 21.000],  loss: 0.011187, mae: 0.329677, mean_q: 0.308572, mean_eps: 0.000000
 3276/10000: episode: 65, duration: 0.307s, episode steps:  29, steps per second:  95, episode reward: 35.150, mean reward:  1.212 [-2.442, 32.271], mean action: 10.241 [3.000, 21.000],  loss: 0.014006, mae: 0.347758, mean_q: 0.251179, mean_eps: 0.000000
 3312/10000: episode: 66, duration: 0.375s, episode steps:  36, steps per second:  96, episode reward: 35.722, mean reward:  0.992 [-3.000, 32.220], mean action: 7.389 [1.000, 21.000],  loss: 0.012036, mae: 0.348757, mean_q: 0.262052, mean_eps: 0.000000
 3369/10000: episode: 67, duration: 0.575s, episode steps:  57, steps per second:  99, episode reward: -32.140, mean reward: -0.564 [-32.524,  3.000], mean action: 5.649 [1.000, 17.000],  loss: 0.011461, mae: 0.338817, mean_q: 0.275945, mean_eps: 0.000000
 3400/10000: episode: 68, duration: 0.315s, episode steps:  31, steps per second:  98, episode reward: 38.751, mean reward:  1.250 [-2.413, 31.950], mean action: 4.226 [3.000, 15.000],  loss: 0.011090, mae: 0.346946, mean_q: 0.278202, mean_eps: 0.000000
 3422/10000: episode: 69, duration: 0.241s, episode steps:  22, steps per second:  91, episode reward: 47.098, mean reward:  2.141 [-0.068, 32.210], mean action: 4.045 [3.000, 7.000],  loss: 0.011880, mae: 0.346495, mean_q: 0.284137, mean_eps: 0.000000
 3491/10000: episode: 70, duration: 0.717s, episode steps:  69, steps per second:  96, episode reward: 40.564, mean reward:  0.588 [-2.180, 32.070], mean action: 4.623 [0.000, 17.000],  loss: 0.011631, mae: 0.339398, mean_q: 0.317573, mean_eps: 0.000000
 3550/10000: episode: 71, duration: 0.593s, episode steps:  59, steps per second:  99, episode reward: -32.450, mean reward: -0.550 [-32.173,  3.061], mean action: 9.814 [3.000, 21.000],  loss: 0.013326, mae: 0.362644, mean_q: 0.246948, mean_eps: 0.000000
 3577/10000: episode: 72, duration: 0.293s, episode steps:  27, steps per second:  92, episode reward: 43.703, mean reward:  1.619 [-2.319, 31.830], mean action: 4.185 [1.000, 16.000],  loss: 0.012686, mae: 0.350591, mean_q: 0.266525, mean_eps: 0.000000
 3613/10000: episode: 73, duration: 0.387s, episode steps:  36, steps per second:  93, episode reward: 33.000, mean reward:  0.917 [-2.533, 29.748], mean action: 6.194 [3.000, 17.000],  loss: 0.010579, mae: 0.350967, mean_q: 0.208047, mean_eps: 0.000000
 3649/10000: episode: 74, duration: 0.420s, episode steps:  36, steps per second:  86, episode reward: 38.499, mean reward:  1.069 [-3.000, 32.054], mean action: 8.611 [0.000, 21.000],  loss: 0.010382, mae: 0.337226, mean_q: 0.300551, mean_eps: 0.000000
 3672/10000: episode: 75, duration: 0.262s, episode steps:  23, steps per second:  88, episode reward: 43.794, mean reward:  1.904 [-2.500, 32.263], mean action: 3.870 [1.000, 17.000],  loss: 0.012353, mae: 0.357382, mean_q: 0.280815, mean_eps: 0.000000
 3706/10000: episode: 76, duration: 0.347s, episode steps:  34, steps per second:  98, episode reward: -45.360, mean reward: -1.334 [-31.993,  0.610], mean action: 13.529 [3.000, 21.000],  loss: 0.014631, mae: 0.363949, mean_q: 0.256636, mean_eps: 0.000000
 3736/10000: episode: 77, duration: 0.347s, episode steps:  30, steps per second:  86, episode reward: 38.259, mean reward:  1.275 [-2.599, 32.090], mean action: 3.567 [1.000, 16.000],  loss: 0.012831, mae: 0.350318, mean_q: 0.269302, mean_eps: 0.000000
 3798/10000: episode: 78, duration: 0.611s, episode steps:  62, steps per second: 102, episode reward: 34.502, mean reward:  0.556 [-3.000, 32.314], mean action: 7.806 [3.000, 21.000],  loss: 0.011591, mae: 0.349344, mean_q: 0.265188, mean_eps: 0.000000
 3866/10000: episode: 79, duration: 0.715s, episode steps:  68, steps per second:  95, episode reward: -33.000, mean reward: -0.485 [-32.445,  2.280], mean action: 7.368 [0.000, 21.000],  loss: 0.010888, mae: 0.346929, mean_q: 0.236957, mean_eps: 0.000000
 3907/10000: episode: 80, duration: 0.439s, episode steps:  41, steps per second:  93, episode reward: 38.438, mean reward:  0.938 [-2.143, 29.666], mean action: 6.268 [1.000, 21.000],  loss: 0.011612, mae: 0.347813, mean_q: 0.247893, mean_eps: 0.000000
 3943/10000: episode: 81, duration: 0.382s, episode steps:  36, steps per second:  94, episode reward: 40.827, mean reward:  1.134 [-3.000, 32.050], mean action: 6.056 [3.000, 21.000],  loss: 0.012927, mae: 0.359976, mean_q: 0.234823, mean_eps: 0.000000
 3985/10000: episode: 82, duration: 0.454s, episode steps:  42, steps per second:  93, episode reward: 34.756, mean reward:  0.828 [-2.630, 32.470], mean action: 9.000 [0.000, 18.000],  loss: 0.011105, mae: 0.351822, mean_q: 0.209219, mean_eps: 0.000000
 4014/10000: episode: 83, duration: 0.311s, episode steps:  29, steps per second:  93, episode reward: 32.153, mean reward:  1.109 [-3.000, 32.550], mean action: 8.310 [3.000, 21.000],  loss: 0.009767, mae: 0.342174, mean_q: 0.214960, mean_eps: 0.000000
 4055/10000: episode: 84, duration: 0.443s, episode steps:  41, steps per second:  93, episode reward: 38.003, mean reward:  0.927 [-2.532, 32.020], mean action: 7.244 [1.000, 21.000],  loss: 0.012984, mae: 0.351500, mean_q: 0.227031, mean_eps: 0.000000
 4078/10000: episode: 85, duration: 0.243s, episode steps:  23, steps per second:  95, episode reward: 47.093, mean reward:  2.048 [-0.056, 32.110], mean action: 3.000 [3.000, 3.000],  loss: 0.012106, mae: 0.335929, mean_q: 0.291372, mean_eps: 0.000000
 4123/10000: episode: 86, duration: 0.491s, episode steps:  45, steps per second:  92, episode reward: 41.506, mean reward:  0.922 [-2.143, 32.370], mean action: 4.378 [3.000, 11.000],  loss: 0.012416, mae: 0.351143, mean_q: 0.229380, mean_eps: 0.000000
 4173/10000: episode: 87, duration: 0.515s, episode steps:  50, steps per second:  97, episode reward: 41.233, mean reward:  0.825 [-2.704, 32.230], mean action: 3.760 [1.000, 16.000],  loss: 0.012828, mae: 0.346821, mean_q: 0.259512, mean_eps: 0.000000
 4225/10000: episode: 88, duration: 0.531s, episode steps:  52, steps per second:  98, episode reward: -32.260, mean reward: -0.620 [-32.139,  2.920], mean action: 8.115 [3.000, 21.000],  loss: 0.012864, mae: 0.347115, mean_q: 0.315456, mean_eps: 0.000000
 4259/10000: episode: 89, duration: 0.413s, episode steps:  34, steps per second:  82, episode reward: 41.162, mean reward:  1.211 [-3.000, 32.420], mean action: 7.118 [1.000, 18.000],  loss: 0.010285, mae: 0.332687, mean_q: 0.281390, mean_eps: 0.000000
 4306/10000: episode: 90, duration: 0.505s, episode steps:  47, steps per second:  93, episode reward: 37.725, mean reward:  0.803 [-2.364, 32.021], mean action: 6.106 [3.000, 16.000],  loss: 0.012803, mae: 0.351695, mean_q: 0.248279, mean_eps: 0.000000
 4352/10000: episode: 91, duration: 0.472s, episode steps:  46, steps per second:  97, episode reward: 34.780, mean reward:  0.756 [-2.938, 31.981], mean action: 7.435 [3.000, 21.000],  loss: 0.012791, mae: 0.348998, mean_q: 0.240235, mean_eps: 0.000000
 4383/10000: episode: 92, duration: 0.333s, episode steps:  31, steps per second:  93, episode reward: 35.632, mean reward:  1.149 [-2.877, 32.560], mean action: 5.194 [3.000, 16.000],  loss: 0.014437, mae: 0.350919, mean_q: 0.257706, mean_eps: 0.000000
 4441/10000: episode: 93, duration: 0.686s, episode steps:  58, steps per second:  85, episode reward: -32.520, mean reward: -0.561 [-32.004,  2.509], mean action: 10.552 [1.000, 21.000],  loss: 0.011597, mae: 0.339012, mean_q: 0.286587, mean_eps: 0.000000
 4463/10000: episode: 94, duration: 0.246s, episode steps:  22, steps per second:  90, episode reward: 40.796, mean reward:  1.854 [-2.498, 33.000], mean action: 4.682 [1.000, 11.000],  loss: 0.014432, mae: 0.359211, mean_q: 0.276542, mean_eps: 0.000000
 4502/10000: episode: 95, duration: 0.408s, episode steps:  39, steps per second:  96, episode reward: 38.401, mean reward:  0.985 [-3.000, 32.464], mean action: 5.128 [3.000, 17.000],  loss: 0.009907, mae: 0.357417, mean_q: 0.212580, mean_eps: 0.000000
 4534/10000: episode: 96, duration: 0.329s, episode steps:  32, steps per second:  97, episode reward: 38.657, mean reward:  1.208 [-2.326, 29.280], mean action: 4.469 [1.000, 18.000],  loss: 0.010592, mae: 0.348350, mean_q: 0.246868, mean_eps: 0.000000
 4568/10000: episode: 97, duration: 0.361s, episode steps:  34, steps per second:  94, episode reward: 36.000, mean reward:  1.059 [-2.617, 29.632], mean action: 5.382 [3.000, 21.000],  loss: 0.014419, mae: 0.370491, mean_q: 0.253605, mean_eps: 0.000000
 4617/10000: episode: 98, duration: 0.490s, episode steps:  49, steps per second: 100, episode reward: 35.262, mean reward:  0.720 [-2.506, 32.200], mean action: 9.980 [3.000, 21.000],  loss: 0.012034, mae: 0.353802, mean_q: 0.277828, mean_eps: 0.000000
 4668/10000: episode: 99, duration: 0.536s, episode steps:  51, steps per second:  95, episode reward: 35.014, mean reward:  0.687 [-2.779, 32.280], mean action: 8.451 [3.000, 16.000],  loss: 0.013319, mae: 0.362919, mean_q: 0.276812, mean_eps: 0.000000
 4704/10000: episode: 100, duration: 0.374s, episode steps:  36, steps per second:  96, episode reward: -32.040, mean reward: -0.890 [-33.000,  2.310], mean action: 6.667 [1.000, 16.000],  loss: 0.012482, mae: 0.348220, mean_q: 0.304646, mean_eps: 0.000000
 4754/10000: episode: 101, duration: 0.511s, episode steps:  50, steps per second:  98, episode reward: -32.290, mean reward: -0.646 [-32.184,  3.943], mean action: 7.860 [1.000, 21.000],  loss: 0.010526, mae: 0.332029, mean_q: 0.280396, mean_eps: 0.000000
 4845/10000: episode: 102, duration: 0.939s, episode steps:  91, steps per second:  97, episode reward: 32.726, mean reward:  0.360 [-3.000, 32.096], mean action: 6.527 [1.000, 16.000],  loss: 0.013468, mae: 0.360627, mean_q: 0.268759, mean_eps: 0.000000
 4878/10000: episode: 103, duration: 0.363s, episode steps:  33, steps per second:  91, episode reward: 38.479, mean reward:  1.166 [-2.362, 32.160], mean action: 8.515 [3.000, 21.000],  loss: 0.013107, mae: 0.358022, mean_q: 0.291361, mean_eps: 0.000000
 4919/10000: episode: 104, duration: 0.416s, episode steps:  41, steps per second:  99, episode reward: 32.967, mean reward:  0.804 [-2.598, 32.020], mean action: 8.659 [1.000, 21.000],  loss: 0.011766, mae: 0.350190, mean_q: 0.293581, mean_eps: 0.000000
 4960/10000: episode: 105, duration: 0.411s, episode steps:  41, steps per second: 100, episode reward: 34.656, mean reward:  0.845 [-2.939, 32.480], mean action: 5.293 [3.000, 14.000],  loss: 0.013164, mae: 0.360561, mean_q: 0.277865, mean_eps: 0.000000
 4985/10000: episode: 106, duration: 0.280s, episode steps:  25, steps per second:  89, episode reward: 44.131, mean reward:  1.765 [-2.444, 34.053], mean action: 4.120 [1.000, 14.000],  loss: 0.011587, mae: 0.355096, mean_q: 0.266914, mean_eps: 0.000000
