params 0
{'model_type': 'sarsa_agent', 'l1_out': 128, 'l2_out': 64, 'gamma': 0.5, 'target_model_update': 1, 'delta_clip': 0.01, 'nb_steps_warmup': 1000, 'enable_dueling_dqn__': False, 'enable_double_dqn__': True, 'dueling_type__': 'avg'}
trial 0
Training for 10000 steps ...
   91/10000: episode: 1, duration: 2.136s, episode steps:  91, steps per second:  43, episode reward: -35.420, mean reward: -0.389 [-32.795,  2.721], mean action: 16.033 [4.000, 20.000],  loss: --, mae: --, mean_q: --, mean_eps: --
 1279/10000: episode: 20, duration: 0.445s, episode steps:  60, steps per second: 135, episode reward: 35.761, mean reward:  0.596 [-2.346, 29.554], mean action: 8.850 [2.000, 19.000],  loss: 0.004494, mae: 0.363376, mean_q: 0.176288, mean_eps: 0.000000
 1333/10000: episode: 21, duration: 0.415s, episode steps:  54, steps per second: 130, episode reward: 39.664, mean reward:  0.735 [-3.000, 32.260], mean action: 11.611 [0.000, 20.000],  loss: 0.005119, mae: 0.362981, mean_q: 0.241065, mean_eps: 0.000000
 1385/10000: episode: 22, duration: 0.421s, episode steps:  52, steps per second: 123, episode reward: 34.857, mean reward:  0.670 [-3.000, 32.120], mean action: 10.077 [0.000, 21.000],  loss: 0.005856, mae: 0.337138, mean_q: 0.174866, mean_eps: 0.000000
 1475/10000: episode: 23, duration: 0.663s, episode steps:  90, steps per second: 136, episode reward: 32.249, mean reward:  0.358 [-2.443, 32.270], mean action: 10.633 [0.000, 19.000],  loss: 0.003819, mae: 0.358301, mean_q: 0.097028, mean_eps: 0.000000
 1526/10000: episode: 24, duration: 0.387s, episode steps:  51, steps per second: 132, episode reward: 33.000, mean reward:  0.647 [-2.782, 32.080], mean action: 12.471 [4.000, 13.000],  loss: 0.006357, mae: 0.467796, mean_q: 0.203396, mean_eps: 0.000000
 1588/10000: episode: 25, duration: 0.572s, episode steps:  62, steps per second: 108, episode reward: 32.357, mean reward:  0.522 [-2.720, 32.467], mean action: 11.581 [7.000, 19.000],  loss: 0.005509, mae: 0.443559, mean_q: 0.006778, mean_eps: 0.000000
 1643/10000: episode: 26, duration: 0.541s, episode steps:  55, steps per second: 102, episode reward: -35.080, mean reward: -0.638 [-32.084,  2.240], mean action: 12.073 [4.000, 17.000],  loss: 0.005625, mae: 0.455089, mean_q: -0.029811, mean_eps: 0.000000
 1701/10000: episode: 27, duration: 0.433s, episode steps:  58, steps per second: 134, episode reward: -37.190, mean reward: -0.641 [-32.117,  2.687], mean action: 9.810 [0.000, 18.000],  loss: 0.004767, mae: 0.383628, mean_q: 0.022614, mean_eps: 0.000000
 1739/10000: episode: 28, duration: 0.361s, episode steps:  38, steps per second: 105, episode reward: 43.797, mean reward:  1.153 [-2.142, 32.140], mean action: 10.974 [8.000, 13.000],  loss: 0.005790, mae: 0.520550, mean_q: 0.133619, mean_eps: 0.000000
 1857/10000: episode: 29, duration: 0.835s, episode steps: 118, steps per second: 141, episode reward: 32.751, mean reward:  0.278 [-2.469, 31.854], mean action: 11.297 [0.000, 12.000],  loss: 0.003061, mae: 0.478825, mean_q: 0.050119, mean_eps: 0.000000
 1909/10000: episode: 30, duration: 0.395s, episode steps:  52, steps per second: 132, episode reward: 32.837, mean reward:  0.631 [-2.880, 32.440], mean action: 13.250 [8.000, 21.000],  loss: 0.006324, mae: 0.474985, mean_q: 0.058508, mean_eps: 0.000000
 1948/10000: episode: 31, duration: 0.286s, episode steps:  39, steps per second: 136, episode reward: 32.463, mean reward:  0.832 [-3.000, 32.006], mean action: 15.410 [1.000, 21.000],  loss: 0.008577, mae: 0.524217, mean_q: 0.002922, mean_eps: 0.000000
 2007/10000: episode: 32, duration: 0.477s, episode steps:  59, steps per second: 124, episode reward: 33.000, mean reward:  0.559 [-3.000, 32.070], mean action: 10.695 [0.000, 21.000],  loss: 0.005030, mae: 0.481076, mean_q: -0.016492, mean_eps: 0.000000
 2040/10000: episode: 33, duration: 0.250s, episode steps:  33, steps per second: 132, episode reward: -32.020, mean reward: -0.970 [-32.247,  3.000], mean action: 10.455 [0.000, 21.000],  loss: 0.009591, mae: 0.531665, mean_q: 0.205605, mean_eps: 0.000000
 2137/10000: episode: 34, duration: 0.697s, episode steps:  97, steps per second: 139, episode reward: -35.420, mean reward: -0.365 [-32.004,  2.812], mean action: 12.371 [0.000, 21.000],  loss: 0.003456, mae: 0.535968, mean_q: 0.024267, mean_eps: 0.000000
 2179/10000: episode: 35, duration: 0.383s, episode steps:  42, steps per second: 110, episode reward: 35.100, mean reward:  0.836 [-3.000, 32.150], mean action: 14.976 [4.000, 21.000],  loss: 0.006660, mae: 0.514672, mean_q: -0.025172, mean_eps: 0.000000
 2217/10000: episode: 36, duration: 0.304s, episode steps:  38, steps per second: 125, episode reward: 37.394, mean reward:  0.984 [-2.700, 31.914], mean action: 17.895 [4.000, 21.000],  loss: 0.007474, mae: 0.515324, mean_q: 0.141582, mean_eps: 0.000000
 2292/10000: episode: 37, duration: 0.543s, episode steps:  75, steps per second: 138, episode reward: -32.500, mean reward: -0.433 [-32.005,  3.000], mean action: 15.760 [0.000, 21.000],  loss: 0.004766, mae: 0.425523, mean_q: 0.069742, mean_eps: 0.000000
 2329/10000: episode: 38, duration: 0.266s, episode steps:  37, steps per second: 139, episode reward: -37.180, mean reward: -1.005 [-32.860,  3.000], mean action: 16.946 [0.000, 21.000],  loss: 0.007239, mae: 0.509123, mean_q: -0.032721, mean_eps: 0.000000
 2389/10000: episode: 39, duration: 0.442s, episode steps:  60, steps per second: 136, episode reward: -34.790, mean reward: -0.580 [-32.072,  2.570], mean action: 17.017 [8.000, 21.000],  loss: 0.005069, mae: 0.511567, mean_q: 0.049947, mean_eps: 0.000000
 2439/10000: episode: 40, duration: 0.390s, episode steps:  50, steps per second: 128, episode reward: 32.346, mean reward:  0.647 [-2.745, 31.995], mean action: 16.860 [11.000, 21.000],  loss: 0.006428, mae: 0.521018, mean_q: 0.076633, mean_eps: 0.000000
 2529/10000: episode: 41, duration: 0.635s, episode steps:  90, steps per second: 142, episode reward: 36.588, mean reward:  0.407 [-3.000, 32.170], mean action: 14.467 [14.000, 21.000],  loss: 0.004308, mae: 0.572495, mean_q: 0.129341, mean_eps: 0.000000
 2581/10000: episode: 42, duration: 0.374s, episode steps:  52, steps per second: 139, episode reward: -32.280, mean reward: -0.621 [-31.849,  2.571], mean action: 15.058 [0.000, 21.000],  loss: 0.006295, mae: 0.551458, mean_q: -0.020579, mean_eps: 0.000000
 2632/10000: episode: 43, duration: 0.356s, episode steps:  51, steps per second: 143, episode reward: -37.230, mean reward: -0.730 [-32.088,  3.000], mean action: 11.882 [9.000, 14.000],  loss: 0.005476, mae: 0.494740, mean_q: 0.031357, mean_eps: 0.000000
 2739/10000: episode: 44, duration: 0.796s, episode steps: 107, steps per second: 134, episode reward: -35.310, mean reward: -0.330 [-32.192,  2.658], mean action: 12.598 [5.000, 21.000],  loss: 0.003533, mae: 0.582129, mean_q: 0.036644, mean_eps: 0.000000
 2790/10000: episode: 45, duration: 0.404s, episode steps:  51, steps per second: 126, episode reward: 37.549, mean reward:  0.736 [-3.000, 32.643], mean action: 14.000 [9.000, 17.000],  loss: 0.005617, mae: 0.578381, mean_q: 0.048255, mean_eps: 0.000000
 2867/10000: episode: 46, duration: 0.523s, episode steps:  77, steps per second: 147, episode reward: 34.782, mean reward:  0.452 [-2.538, 31.836], mean action: 14.390 [14.000, 17.000],  loss: 0.004845, mae: 0.620844, mean_q: 0.089873, mean_eps: 0.000000
 2924/10000: episode: 47, duration: 0.420s, episode steps:  57, steps per second: 136, episode reward: -32.020, mean reward: -0.562 [-32.330,  3.062], mean action: 14.368 [14.000, 20.000],  loss: 0.005286, mae: 0.533032, mean_q: 0.006786, mean_eps: 0.000000
 2967/10000: episode: 48, duration: 0.328s, episode steps:  43, steps per second: 131, episode reward: 34.459, mean reward:  0.801 [-2.414, 31.835], mean action: 11.209 [2.000, 19.000],  loss: 0.006077, mae: 0.529168, mean_q: -0.139317, mean_eps: 0.000000
 3045/10000: episode: 49, duration: 0.570s, episode steps:  78, steps per second: 137, episode reward: 32.227, mean reward:  0.413 [-3.000, 32.290], mean action: 14.192 [10.000, 19.000],  loss: 0.004779, mae: 0.588754, mean_q: 0.044594, mean_eps: 0.000000
 3126/10000: episode: 50, duration: 0.580s, episode steps:  81, steps per second: 140, episode reward: -35.250, mean reward: -0.435 [-32.171,  2.642], mean action: 14.185 [9.000, 19.000],  loss: 0.004047, mae: 0.548693, mean_q: 0.012875, mean_eps: 0.000000
 3184/10000: episode: 51, duration: 0.417s, episode steps:  58, steps per second: 139, episode reward: -32.650, mean reward: -0.563 [-32.253,  2.530], mean action: 15.069 [9.000, 19.000],  loss: 0.006299, mae: 0.595120, mean_q: 0.063917, mean_eps: 0.000000
 3235/10000: episode: 52, duration: 0.409s, episode steps:  51, steps per second: 125, episode reward: 32.050, mean reward:  0.628 [-2.800, 31.906], mean action: 11.392 [0.000, 15.000],  loss: 0.006155, mae: 0.549048, mean_q: 0.010810, mean_eps: 0.000000
 3282/10000: episode: 53, duration: 0.357s, episode steps:  47, steps per second: 132, episode reward: -32.990, mean reward: -0.702 [-32.359,  2.750], mean action: 13.596 [9.000, 14.000],  loss: 0.007129, mae: 0.585526, mean_q: 0.055507, mean_eps: 0.000000
 3359/10000: episode: 54, duration: 0.550s, episode steps:  77, steps per second: 140, episode reward: -37.160, mean reward: -0.483 [-32.110,  2.660], mean action: 12.610 [4.000, 15.000],  loss: 0.003789, mae: 0.519578, mean_q: -0.013747, mean_eps: 0.000000
 3399/10000: episode: 55, duration: 0.316s, episode steps:  40, steps per second: 127, episode reward: -32.150, mean reward: -0.804 [-31.688,  3.000], mean action: 12.750 [4.000, 14.000],  loss: 0.007524, mae: 0.575037, mean_q: -0.004414, mean_eps: 0.000000
 3446/10000: episode: 56, duration: 0.392s, episode steps:  47, steps per second: 120, episode reward: -34.510, mean reward: -0.734 [-32.601,  2.330], mean action: 10.021 [4.000, 14.000],  loss: 0.006356, mae: 0.560517, mean_q: 0.056486, mean_eps: 0.000000
 3512/10000: episode: 57, duration: 0.577s, episode steps:  66, steps per second: 114, episode reward: -32.270, mean reward: -0.489 [-32.007,  3.000], mean action: 12.530 [4.000, 14.000],  loss: 0.005463, mae: 0.573140, mean_q: 0.093033, mean_eps: 0.000000
 3559/10000: episode: 58, duration: 0.336s, episode steps:  47, steps per second: 140, episode reward: 34.932, mean reward:  0.743 [-2.900, 32.010], mean action: 11.149 [4.000, 14.000],  loss: 0.006126, mae: 0.547772, mean_q: 0.000414, mean_eps: 0.000000
 3598/10000: episode: 59, duration: 0.310s, episode steps:  39, steps per second: 126, episode reward: 40.353, mean reward:  1.035 [-2.852, 32.869], mean action: 12.256 [4.000, 14.000],  loss: 0.005674, mae: 0.537863, mean_q: 0.072647, mean_eps: 0.000000
 3635/10000: episode: 60, duration: 0.272s, episode steps:  37, steps per second: 136, episode reward: -34.920, mean reward: -0.944 [-32.004,  3.000], mean action: 11.243 [2.000, 14.000],  loss: 0.007248, mae: 0.576461, mean_q: 0.020798, mean_eps: 0.000000
 3754/10000: episode: 61, duration: 0.924s, episode steps: 119, steps per second: 129, episode reward: 32.900, mean reward:  0.276 [-2.529, 32.140], mean action: 11.899 [6.000, 15.000],  loss: 0.003509, mae: 0.531229, mean_q: 0.017251, mean_eps: 0.000000
 3816/10000: episode: 62, duration: 0.443s, episode steps:  62, steps per second: 140, episode reward: -32.070, mean reward: -0.517 [-32.121,  3.000], mean action: 12.081 [7.000, 14.000],  loss: 0.005276, mae: 0.603427, mean_q: -0.042903, mean_eps: 0.000000
 3888/10000: episode: 63, duration: 0.479s, episode steps:  72, steps per second: 150, episode reward: 32.829, mean reward:  0.456 [-3.000, 30.047], mean action: 12.208 [7.000, 14.000],  loss: 0.004745, mae: 0.589758, mean_q: 0.036036, mean_eps: 0.000000
 3923/10000: episode: 64, duration: 0.346s, episode steps:  35, steps per second: 101, episode reward: 41.835, mean reward:  1.195 [-2.065, 32.280], mean action: 9.629 [2.000, 15.000],  loss: 0.006032, mae: 0.555518, mean_q: -0.008349, mean_eps: 0.000000
 3989/10000: episode: 65, duration: 0.466s, episode steps:  66, steps per second: 142, episode reward: -35.030, mean reward: -0.531 [-32.012,  2.703], mean action: 4.848 [2.000, 14.000],  loss: 0.004533, mae: 0.530618, mean_q: 0.088334, mean_eps: 0.000000
 4047/10000: episode: 66, duration: 0.413s, episode steps:  58, steps per second: 140, episode reward: 32.197, mean reward:  0.555 [-2.940, 32.289], mean action: 11.483 [2.000, 14.000],  loss: 0.005366, mae: 0.633010, mean_q: -0.072133, mean_eps: 0.000000
 4084/10000: episode: 67, duration: 0.297s, episode steps:  37, steps per second: 124, episode reward: -35.560, mean reward: -0.961 [-32.342,  2.317], mean action: 12.541 [2.000, 21.000],  loss: 0.006841, mae: 0.566960, mean_q: -0.021219, mean_eps: 0.000000
 4138/10000: episode: 68, duration: 0.374s, episode steps:  54, steps per second: 145, episode reward: 37.005, mean reward:  0.685 [-2.888, 33.000], mean action: 11.481 [2.000, 21.000],  loss: 0.004849, mae: 0.553142, mean_q: 0.021459, mean_eps: 0.000000
 4187/10000: episode: 69, duration: 0.437s, episode steps:  49, steps per second: 112, episode reward: 35.384, mean reward:  0.722 [-2.874, 32.490], mean action: 13.673 [2.000, 21.000],  loss: 0.005892, mae: 0.556025, mean_q: 0.028424, mean_eps: 0.000000
 4226/10000: episode: 70, duration: 0.288s, episode steps:  39, steps per second: 135, episode reward: 34.971, mean reward:  0.897 [-3.000, 32.179], mean action: 15.641 [2.000, 21.000],  loss: 0.007283, mae: 0.619372, mean_q: 0.107961, mean_eps: 0.000000
 4263/10000: episode: 71, duration: 0.296s, episode steps:  37, steps per second: 125, episode reward: -32.140, mean reward: -0.869 [-32.458,  2.460], mean action: 7.027 [2.000, 21.000],  loss: 0.008909, mae: 0.591351, mean_q: 0.207547, mean_eps: 0.000000
 4294/10000: episode: 72, duration: 0.232s, episode steps:  31, steps per second: 134, episode reward: 41.545, mean reward:  1.340 [-2.356, 32.040], mean action: 2.387 [2.000, 8.000],  loss: 0.007631, mae: 0.524503, mean_q: 0.225156, mean_eps: 0.000000
 4360/10000: episode: 73, duration: 0.468s, episode steps:  66, steps per second: 141, episode reward: 32.794, mean reward:  0.497 [-2.585, 32.055], mean action: 6.364 [2.000, 21.000],  loss: 0.004953, mae: 0.571375, mean_q: -0.083673, mean_eps: 0.000000
 4396/10000: episode: 74, duration: 0.259s, episode steps:  36, steps per second: 139, episode reward: 40.926, mean reward:  1.137 [-2.630, 32.640], mean action: 3.139 [2.000, 14.000],  loss: 0.006153, mae: 0.579490, mean_q: 0.325801, mean_eps: 0.000000
 4517/10000: episode: 75, duration: 0.820s, episode steps: 121, steps per second: 148, episode reward: 33.000, mean reward:  0.273 [-3.000, 32.400], mean action: 6.579 [2.000, 21.000],  loss: 0.003174, mae: 0.563996, mean_q: 0.059309, mean_eps: 0.000000
 4553/10000: episode: 76, duration: 0.259s, episode steps:  36, steps per second: 139, episode reward: 35.817, mean reward:  0.995 [-2.308, 32.860], mean action: 4.444 [2.000, 14.000],  loss: 0.008210, mae: 0.607923, mean_q: 0.115595, mean_eps: 0.000000
 4596/10000: episode: 77, duration: 0.306s, episode steps:  43, steps per second: 141, episode reward: 34.929, mean reward:  0.812 [-3.000, 32.090], mean action: 4.512 [2.000, 14.000],  loss: 0.006572, mae: 0.583300, mean_q: 0.051046, mean_eps: 0.000000
 4641/10000: episode: 78, duration: 0.357s, episode steps:  45, steps per second: 126, episode reward: -32.190, mean reward: -0.715 [-32.783,  2.199], mean action: 5.000 [2.000, 14.000],  loss: 0.006816, mae: 0.519390, mean_q: 0.123802, mean_eps: 0.000000
 4698/10000: episode: 79, duration: 0.410s, episode steps:  57, steps per second: 139, episode reward: 32.201, mean reward:  0.565 [-2.437, 32.140], mean action: 5.526 [2.000, 14.000],  loss: 0.006397, mae: 0.544416, mean_q: 0.213905, mean_eps: 0.000000
 4730/10000: episode: 80, duration: 0.234s, episode steps:  32, steps per second: 137, episode reward: -37.920, mean reward: -1.185 [-32.562,  2.282], mean action: 5.000 [2.000, 14.000],  loss: 0.008132, mae: 0.578225, mean_q: 0.189440, mean_eps: 0.000000
 4803/10000: episode: 81, duration: 0.518s, episode steps:  73, steps per second: 141, episode reward: -34.360, mean reward: -0.471 [-32.551,  2.670], mean action: 4.959 [2.000, 14.000],  loss: 0.004736, mae: 0.586641, mean_q: 0.004200, mean_eps: 0.000000
 4857/10000: episode: 82, duration: 0.404s, episode steps:  54, steps per second: 134, episode reward: 37.275, mean reward:  0.690 [-3.000, 31.753], mean action: 4.537 [2.000, 14.000],  loss: 0.005061, mae: 0.524661, mean_q: 0.067891, mean_eps: 0.000000
 4938/10000: episode: 83, duration: 0.741s, episode steps:  81, steps per second: 109, episode reward: -32.880, mean reward: -0.406 [-32.752,  2.430], mean action: 2.877 [2.000, 9.000],  loss: 0.004253, mae: 0.575604, mean_q: 0.173309, mean_eps: 0.000000
 4963/10000: episode: 84, duration: 0.204s, episode steps:  25, steps per second: 123, episode reward: 40.789, mean reward:  1.632 [-2.574, 32.163], mean action: 2.920 [2.000, 9.000],  loss: 0.008837, mae: 0.550257, mean_q: 0.283368, mean_eps: 0.000000
 4990/10000: episode: 85, duration: 0.215s, episode steps:  27, steps per second: 125, episode reward: 41.142, mean reward:  1.524 [-2.164, 31.774], mean action: 2.444 [2.000, 4.000],  loss: 0.007723, mae: 0.552170, mean_q: 0.312809, mean_eps: 0.000000
 5017/10000: episode: 86, duration: 0.195s, episode steps:  27, steps per second: 139, episode reward: 40.856, mean reward:  1.513 [-2.443, 32.153], mean action: 2.370 [2.000, 4.000],  loss: 0.007399, mae: 0.486217, mean_q: 0.339046, mean_eps: 0.000000
 5045/10000: episode: 87, duration: 0.211s, episode steps:  28, steps per second: 133, episode reward: 41.909, mean reward:  1.497 [-2.441, 32.150], mean action: 2.679 [2.000, 9.000],  loss: 0.007576, mae: 0.499270, mean_q: 0.408610, mean_eps: 0.000000
 5107/10000: episode: 88, duration: 0.495s, episode steps:  62, steps per second: 125, episode reward: 39.952, mean reward:  0.644 [-2.538, 32.598], mean action: 3.516 [2.000, 9.000],  loss: 0.004017, mae: 0.528745, mean_q: 0.067904, mean_eps: 0.000000
 5152/10000: episode: 89, duration: 0.331s, episode steps:  45, steps per second: 136, episode reward: 32.669, mean reward:  0.726 [-2.381, 31.939], mean action: 2.778 [2.000, 9.000],  loss: 0.006419, mae: 0.500760, mean_q: 0.225734, mean_eps: 0.000000
 5176/10000: episode: 90, duration: 0.206s, episode steps:  24, steps per second: 116, episode reward: 38.146, mean reward:  1.589 [-3.000, 32.070], mean action: 3.542 [2.000, 9.000],  loss: 0.010429, mae: 0.496235, mean_q: 0.489224, mean_eps: 0.000000
 5194/10000: episode: 91, duration: 0.165s, episode steps:  18, steps per second: 109, episode reward: 42.000, mean reward:  2.333 [-2.122, 30.460], mean action: 2.389 [2.000, 9.000],  loss: 0.008578, mae: 0.571010, mean_q: 0.597518, mean_eps: 0.000000
 5222/10000: episode: 92, duration: 0.200s, episode steps:  28, steps per second: 140, episode reward: 41.238, mean reward:  1.473 [-3.000, 32.178], mean action: 2.857 [2.000, 9.000],  loss: 0.008265, mae: 0.609504, mean_q: 0.215707, mean_eps: 0.000000
 5283/10000: episode: 93, duration: 0.430s, episode steps:  61, steps per second: 142, episode reward: 35.326, mean reward:  0.579 [-2.549, 32.010], mean action: 4.705 [2.000, 9.000],  loss: 0.005201, mae: 0.578460, mean_q: 0.175117, mean_eps: 0.000000
 5323/10000: episode: 94, duration: 0.273s, episode steps:  40, steps per second: 146, episode reward: -37.750, mean reward: -0.944 [-32.163,  2.321], mean action: 5.675 [2.000, 8.000],  loss: 0.006882, mae: 0.515836, mean_q: 0.122532, mean_eps: 0.000000
 5353/10000: episode: 95, duration: 0.222s, episode steps:  30, steps per second: 135, episode reward: 36.000, mean reward:  1.200 [-2.340, 32.150], mean action: 2.867 [2.000, 9.000],  loss: 0.008292, mae: 0.504539, mean_q: 0.169463, mean_eps: 0.000000
 5391/10000: episode: 96, duration: 0.301s, episode steps:  38, steps per second: 126, episode reward: 44.024, mean reward:  1.159 [-2.179, 32.330], mean action: 2.500 [2.000, 9.000],  loss: 0.004804, mae: 0.507354, mean_q: 0.195121, mean_eps: 0.000000
 5449/10000: episode: 97, duration: 0.423s, episode steps:  58, steps per second: 137, episode reward: 32.408, mean reward:  0.559 [-2.707, 32.080], mean action: 5.328 [2.000, 8.000],  loss: 0.006393, mae: 0.524941, mean_q: 0.136385, mean_eps: 0.000000
 5478/10000: episode: 98, duration: 0.241s, episode steps:  29, steps per second: 120, episode reward: 38.425, mean reward:  1.325 [-2.833, 32.061], mean action: 4.276 [2.000, 8.000],  loss: 0.007846, mae: 0.564243, mean_q: 0.284646, mean_eps: 0.000000
 5583/10000: episode: 99, duration: 0.732s, episode steps: 105, steps per second: 143, episode reward: -30.000, mean reward: -0.286 [-30.157,  2.200], mean action: 6.076 [2.000, 8.000],  loss: 0.003658, mae: 0.458552, mean_q: 0.133604, mean_eps: 0.000000
 5620/10000: episode: 100, duration: 0.274s, episode steps:  37, steps per second: 135, episode reward: 38.939, mean reward:  1.052 [-2.593, 31.959], mean action: 6.297 [2.000, 10.000],  loss: 0.007349, mae: 0.595984, mean_q: -0.005058, mean_eps: 0.000000
 5682/10000: episode: 101, duration: 0.452s, episode steps:  62, steps per second: 137, episode reward: -32.940, mean reward: -0.531 [-32.242,  2.668], mean action: 8.065 [2.000, 10.000],  loss: 0.005274, mae: 0.535454, mean_q: 0.023835, mean_eps: 0.000000
 5727/10000: episode: 102, duration: 0.317s, episode steps:  45, steps per second: 142, episode reward: -35.250, mean reward: -0.783 [-32.138,  2.902], mean action: 5.311 [2.000, 8.000],  loss: 0.006914, mae: 0.507315, mean_q: 0.114223, mean_eps: 0.000000
 5764/10000: episode: 103, duration: 0.271s, episode steps:  37, steps per second: 136, episode reward: 41.261, mean reward:  1.115 [-2.664, 32.160], mean action: 3.405 [2.000, 8.000],  loss: 0.006431, mae: 0.504993, mean_q: 0.177276, mean_eps: 0.000000
 5789/10000: episode: 104, duration: 0.182s, episode steps:  25, steps per second: 137, episode reward: 41.663, mean reward:  1.667 [-2.398, 32.448], mean action: 3.680 [2.000, 8.000],  loss: 0.008297, mae: 0.551695, mean_q: 0.257936, mean_eps: 0.000000
 5852/10000: episode: 105, duration: 0.453s, episode steps:  63, steps per second: 139, episode reward: -35.250, mean reward: -0.560 [-32.019,  2.380], mean action: 4.349 [2.000, 8.000],  loss: 0.005712, mae: 0.584478, mean_q: 0.268063, mean_eps: 0.000000
 5899/10000: episode: 106, duration: 0.330s, episode steps:  47, steps per second: 142, episode reward: 40.106, mean reward:  0.853 [-2.232, 32.500], mean action: 4.149 [2.000, 11.000],  loss: 0.004838, mae: 0.617682, mean_q: 0.057582, mean_eps: 0.000000
